Final Event Number	Date & Time Reported	Date and Time Occurred	Log Type	Location	Status	Remarks	AreaName
2016-0014095	10/30/2016  9:31:00 AM	10/30/2016  9:31:00AM	LOST PROPERTY	TOSTESON MEC 260 LONGWOOD AVE	CLOSED	"Officer dispatched to take a report of a stolen gray wallet valued at $10.00, credit/debit cards, $30.00 in U.S. currency and a license.
Update 11/4/16: The reporting individual informed the officer that their wallet was found and returned to them with all items intact. This incident has been reclassified from a Theft to Lost Property."	Longwood Team
2016-0012353	9/18/2016  12:20:57 AM	9/18/2016 12:20:00AM	LOUD PARTY	RADCLIFFE CAMPUS DRIVE 45 SHEPARD ST	CLOSED	Officer dispatched to a report of a loud party. Officer arrived and report area quiet.	Radcliffe/Quad Team
2016-0008124	6/8/2016  1:33:00 PM	6/7/2016  1:33:00PM To  2:20:00PM	MOTOR VEHICLE ACCIDENT	WILLIAM JAMES HALL 33 KIRKLAND ST	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	North Yard Team
2016-0008202	6/10/2016  9:49:34 PM	6/10/2016  9:49:00PM	MOTOR VEHICLE ACCIDENT	HUPD HQ 1033-6 MASSACHUSETTS AVE	CLOSED	Officer took a report of a motor vehicle accident with no personal injuries.	Yard Team
2016-0008238	6/13/2016  9:26:00 AM	6/13/2016  8:30:00AM	MOTOR VEHICLE ACCIDENT	HOFFMAN LAB LOT 16 OXFORD ST	CLOSED	Officer dispatched to take a report of a motor vehicle with no personal injuries.	North Yard Team
2016-0008252	6/14/2016  7:29:00 AM	6/7/2016  7:30:00AM To 12:30:00PM	MOTOR VEHICLE ACCIDENT	NRB PARKING GARAGE 77 AVE LOUIS PASTEUR	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Longwood Team
2016-0008344	6/16/2016  8:56:00 AM	6/15/2016  7:30:00AM To  9:30:00PM	MOTOR VEHICLE ACCIDENT	CHILLED WATER PLANT BSCH 80 HARVARD WAY	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0008350	6/16/2016  10:21:00 AM	6/16/2016  7:30:00AM To 10:05:00AM	MOTOR VEHICLE ACCIDENT	WARREN ALPERT BUILDING 200 LONGWOOD AVE	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Longwood Team
2016-0008383	6/17/2016  2:35:00 PM	6/17/2016  2:35:00PM	MOTOR VEHICLE ACCIDENT	PALMER DIXON TENNIS COURT 79 N HARVARD ST	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0008433	6/19/2016  3:31:00 PM	6/19/2016 10:00:00AM To  1:00:00PM	MOTOR VEHICLE ACCIDENT	OXFORD STREET GARAGE 52 OXFORD ST	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	North Yard Team
2016-0009358	7/7/2016  7:21:00 AM	7/7/2016  7:00:00AM To  7:31:00AM	MOTOR VEHICLE ACCIDENT	"LOEB HOUSE, HBS 10 HARVARD WAY"	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0009648	7/15/2016  8:54:00 AM	7/14/2016 10:20:00PM To 10:25:00PM	MOTOR VEHICLE ACCIDENT	ALDRICH HALL 35 HARVARD WAY	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0009965	7/22/2016  4:06:00 PM	7/22/2016  3:30:00PM To  4:20:00PM	MOTOR VEHICLE ACCIDENT	PALACE RD LOT 168 LONGWOOD AVE	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Longwood Team
2016-0010042	7/25/2016  10:55:00 AM	7/25/2016 10:45:00AM	MOTOR VEHICLE ACCIDENT	CHAO CENTER 49 HARVARD WAY	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0010356	8/3/2016  9:46:00 AM	8/3/2016  9:30:00AM To  9:32:00AM	MOTOR VEHICLE ACCIDENT	1 WESTERN AVE GARAGE 1 WESTERN AVE	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0010764	8/15/2016  8:59:00 AM	8/15/2016 12:05:00AM To  8:00:00AM	MOTOR VEHICLE ACCIDENT	 1300 SOLDIERS FIELD RD	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0010783	8/15/2016  6:21:00 PM	8/14/2016  3:30:00PM To  4:00:00PM	MOTOR VEHICLE ACCIDENT	LOADING DOCK 200 LONGWOOD AVE	CLOSED	Officer dispatched to take a report of a motor vehicle with no personal injuries.	Longwood Team
2016-0011091	8/23/2016  4:05:00 PM	8/23/2016  4:00:00PM To  5:15:00PM	MOTOR VEHICLE ACCIDENT	BROADWAY GARAGE 7 FELTON ST	CLOSED	Officers dispatched on a report of a one car accident.  Upon arrival officers discovered a vehicle that struck another vehicle.  Two individuals were transported by ambulance to the hospital for treatment.	North Yard Team
2016-0011578	8/30/2016  11:49:00 AM	8/25/2016  8:00:00AM To  4:00:00PM	MOTOR VEHICLE ACCIDENT	28 TRAVIS ST LOT 28 TRAVIS ST	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0011787	9/4/2016  3:43:00 PM	9/4/2016  3:43:00PM	MOTOR VEHICLE ACCIDENT	BUSINESS SCHOOL LOT 112 WESTERN AVE	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0012043	9/10/2016  3:12:00 PM	9/10/2016  3:30:00PM	MOTOR VEHICLE ACCIDENT	BUSINESS SCHOOL LOT 112 WESTERN AVE	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0012049	9/10/2016  7:55:00 PM	9/10/2016  7:40:00PM	MOTOR VEHICLE ACCIDENT	1 WESTERN AVE GARAGE 1 WESTERN AVE	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0012134	9/12/2016  6:42:00 PM	9/12/2016  6:30:00PM To  6:42:00PM	MOTOR VEHICLE ACCIDENT	OXFORD STREET GARAGE 52 OXFORD ST	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	North Yard Team
2016-0012500	9/21/2016  9:41:00 AM	9/21/2016  9:40:00AM To 10:10:00AM	MOTOR VEHICLE ACCIDENT	CHAO CENTER 49 HARVARD WAY	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0012509	9/21/2016  12:03:00 PM	9/21/2016 11:58:00AM To 12:20:00PM	MOTOR VEHICLE ACCIDENT	PIERCE HALL 29 OXFORD ST	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	North Yard Team
2016-0012558	9/22/2016  3:11:00 PM	9/22/2016  3:05:00PM To  3:20:00PM	MOTOR VEHICLE ACCIDENT	NRB PARKING GARAGE 77 AVE LOUIS PASTEUR	CLOSED	Officer dispatched to take a report of motor vehicle with no personal injuries.	Longwood Team
2016-0012783	9/27/2016  6:55:00 PM	9/27/2016  9:00:00AM To  6:45:00PM	MOTOR VEHICLE ACCIDENT	28 TRAVIS ST LOT 28 TRAVIS ST	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0013071	10/4/2016  10:14:00 AM	10/4/2016 10:00:00AM To 10:01:00AM	MOTOR VEHICLE ACCIDENT	HBS ALUMNI OFFICES 230 WESTERN AVE	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Allston/Watertown Team
2016-0013170	10/6/2016  1:39:00 PM	10/6/2016  1:39:00PM	MOTOR VEHICLE ACCIDENT	SMITH CAMPUS CENTER GARAGE 1350 MASSACHUSETTS AVE	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	River Team
2016-0013761	10/21/2016  12:27:00 PM	10/19/2016  6:45:00AM To  3:00:00PM	MOTOR VEHICLE ACCIDENT	NRB PARKING GARAGE 77 AVE LOUIS PASTEUR	CLOSED	Officer dispatched to take a report of a past motor vehicle accident with no personal injuries.	Longwood Team
2016-0008193	6/10/2016  2:47:52 PM	6/10/2016  2:47:00PM	NOISE COMPLAINT	TAC TEACHING & CURRICULUM BUIL 46 BRATTLE ST	CLOSED	Officers dispatched to a report of two individuals talking very loudly on a bench. Officers arrived and report individuals gone on arrival.	Radcliffe/Quad Team
2016-0008203	6/11/2016  12:37:22 AM	6/11/2016 12:37:00AM	NOISE COMPLAINT	 20 DEWOLFE ST	CLOSED	Officer dispatched to a report of loud noise coming from the area. Officer arrived and report noise coming from the 6th floor of Quincy House. The occupants were advised to keep noise down.	River Team
2016-0008207	6/11/2016  7:08:04 AM	6/11/2016  7:08:00AM	NOISE COMPLAINT	SFP SOLDIERS FIELD PARK 02 111 WESTERN AVE	CLOSED	Officer dispatched to a report of a group being very loud. Officer arrived and report group gone on arrival.	Allston/Watertown Team
2016-0008392	6/17/2016  9:11:02 PM	6/17/2016  9:11:00PM	NOISE COMPLAINT	 46 TROWBRIDGE ST	CLOSED	Officer dispatched to a report of an individual working on their motor vehicle making a lot of noise. Officer arrived and report individual had stopped working on their motor vehicle.	Yard Team
2016-0008394	6/17/2016  10:31:35 PM	6/17/2016 10:31:00PM	NOISE COMPLAINT	AMES HALL 20 EVERETT ST	CLOSED	Officers dispatched to a report of individuals being loud in the courtyard. Officers arrived and advised individuals who were playing volleyball to keep noise level down.	North Yard Team
2016-0008437	6/19/2016  5:56:10 PM	6/19/2016  5:56:00PM	NOISE COMPLAINT	LOEB FELLOWSHIP PROGRAM 48 TROWBRIDGE ST	CLOSED	Officer dispatched to a report of loud noise. Officer arrived and report individual was just vacuuming their motor vehicle.	Yard Team
2016-0008735	6/23/2016  11:12:00 PM	6/23/2016 11:12:00PM	NOISE COMPLAINT	"QUINCY HOUSE, STONE HALL 3 DEWOLFE ST"	CLOSED	Officers dispatched to a report of loud noise coming from the courtyard area. Officers arrived and advised a group of individuals in the courtyard to keep noise down.	River Team
2016-0008740	6/24/2016  2:36:33 AM	6/24/2016  2:36:00AM	NOISE COMPLAINT	QUINCY HOUSE A 58 PLYMPTON ST	CLOSED	Officers dispatched to a report of loud noise coming from the courtyard area. Officers arrived and advised group in the courtyard area to keep noise down.	River Team
2016-0008766	6/25/2016  2:26:32 AM	6/25/2016  2:26:00AM	NOISE COMPLAINT	QUINCY HOUSE A 58 PLYMPTON ST	CLOSED	Officers dispatched to a report of loud noise coming from the courtyard area. Officers arrived and sent a group of individuals on their way.	River Team
2016-0008802	6/25/2016  11:47:51 PM	6/25/2016 11:47:00PM	NOISE COMPLAINT	WILLIAM JAMES HALL 33 KIRKLAND ST	CLOSED	Officer dispatched to a report of loud noise coming from the building. Officer arrived and advised individuals to turn music down and close windows.	North Yard Team
2016-0008803	6/26/2016  12:17:00 AM	6/26/2016 12:17:00AM	NOISE COMPLAINT	PEABODY TERRACE 04 900 MEMORIAL DR	CLOSED	Officers dispatched to a report of loud noise coming from a room. Officers arrived and advised occupants of room 421 to keep noise down.	River Team
2016-0009046	7/2/2016  1:01:27 AM	7/2/2016  1:01:00AM	NOISE COMPLAINT	PEABODY TERRACE 01 900 MEMORIAL DR	CLOSED	Officers dispatched to a report of loud noise coming from the area. Officers arrived and report advised individuals in Corporal Burns Park to keep noise down.	River Team
2016-0009090	7/3/2016  6:00:09 PM	7/3/2016  6:00:00PM	NOISE COMPLAINT	JORDAN HALL NORTH 95 WALKER ST	CLOSED	Officers dispatched to a report of loud noise coming from the area. Officers arrived and advised individuals to lower music.	Radcliffe/Quad Team
2016-0009938	7/21/2016  9:33:11 PM	7/21/2016  9:33:00PM	NOISE COMPLAINT	 1607 MASSACHUSETTS AVE	CLOSED	Officers dispatched to a report of individuals being loud in the alley behind the building. Officers arrived and report individuals gone on arrival.	North Yard Team
2016-0009983	7/23/2016  2:44:12 AM	7/23/2016  2:44:00AM	NOISE COMPLAINT	QUINCY HOUSE A 58 PLYMPTON ST	CLOSED	Officers dispatched to a report of two individuals outside of the building playing a portable speaker. Officers arrived and report area quiet.	River Team
2016-0010049	7/25/2016  12:59:28 PM	7/25/2016 12:59:00PM	NOISE COMPLAINT	LOEB FELLOWSHIP PROGRAM 48 TROWBRIDGE ST	CLOSED	Officers dispatched to a report of loud noise coming from the building. Officers arrived and report area quiet.	Yard Team
2016-0010206	7/30/2016  12:09:14 AM	7/30/2016 12:09:00AM	NOISE COMPLAINT	 9 WARE ST	CLOSED	"Officers dispatched to a report of individuals being very loud while playing basketball. Officers arrived, located individuals and sent them on their way."	Yard Team
2016-0010220	7/30/2016  9:28:15 AM	7/30/2016  9:28:00AM	NOISE COMPLAINT	HARVARD YARD 1 PEABODY ST	CLOSED	Officers dispatched to a report of individuals chanting in the yard area. Officers arrived and report individuals gone on arrival.	Yard Team
2016-0010325	8/2/2016  12:39:50 PM	8/2/2016 12:39:00PM	NOISE COMPLAINT	BOYLSTON HALL 5 HARVARD YARD	CLOSED	Officer dispatched to a report of a tourist group using a loud speaker. Officer arrived and report tourist group is leaving the area and no loud speaker in the area.	Yard Team
2016-0010409	8/5/2016  2:00:24 AM	8/5/2016  2:00:00AM	NOISE COMPLAINT	PEABODY TERRACE 25 900 MEMORIAL DR	CLOSED	Officers dispatched to a report of individuals being loud in a room. Officers arrived and advised occupants of room 25 to keep their voices down.	River Team
2016-0010514	8/7/2016  2:27:11 AM	8/7/2016  2:27:00AM	NOISE COMPLAINT	VANDERBILT HALL 107 AVE LOUIS PASTEUR	CLOSED	Officers dispatched to a report of individuals being loud in the area. Officers arrived and report individuals gone on arrival.	Longwood Team
2016-0010758	8/14/2016  11:37:09 PM	8/14/2016 11:37:00PM	NOISE COMPLAINT	HOLDEN GREEN 303 303 HOLDEN ST	CLOSED	Officers dispatched to a report of loud noise coming from the courtyard. Officers arrived and advised individuals to keep noise level down.	North Yard Team
2016-0010826	8/17/2016  2:12:27 AM	8/17/2016  2:12:00AM	NOISE COMPLAINT	PEABODY TERRACE 01 900 MEMORIAL DR	CLOSED	"Officers dispatched to a report of loud noise coming from individuals playing basketball in the area. Officers arrived, located individuals at Corporal Burns playground and sent them on their way."	River Team
2016-0011014	8/22/2016  11:55:13 PM	8/22/2016 11:55:00PM	NOISE COMPLAINT	GREENOUGH HALL NORTH 10 PRESCOTT ST	CLOSED	Officers dispatched to a report of loud noise.  Officers arrived and report all was quiet.	Yard Team
2016-0011015	8/23/2016  12:35:08 AM	8/23/2016 12:35:00AM	NOISE COMPLAINT	ADAMS HOUSE G 45-57 BOW ST	CLOSED	Officers dispatched to a report of loud music.  Officers arrived and told the occupants of room F-12 to keep the noise down.	River Team
2016-0011467	8/27/2016  12:46:10 AM	8/27/2016 12:46:00AM	NOISE COMPLAINT	PERKINS HALL 35 OXFORD ST	CLOSED	"Officers dispatched to a report of loud noise coming from a group outside of the building. Officers arrived, located group and sent them on their way."	North Yard Team
2016-0011721	9/2/2016  10:21:59 PM	9/2/2016 10:21:00PM	NOISE COMPLAINT	ADAMS HOUSE A 45 BOW ST	CLOSED	Officers dispatched to a report of loud noise. Officers arrived and advised individuals in room A27 to keep noise down.	River Team
2016-0011757	9/3/2016  11:08:52 PM	9/3/2016 11:08:00PM	NOISE COMPLAINT	DUNSTER HOUSE A 935 MEMORIAL DR	CLOSED	Officers dispatched to a report of loud noise. Officers arrived and report noise coming from a group of individuals walking down the street.	River Team
2016-0011770	9/4/2016  2:28:25 AM	9/4/2016  2:28:00AM	NOISE COMPLAINT	VANDERBILT HALL 107 AVE LOUIS PASTEUR	CLOSED	Officer dispatched to a report of loud noise. Officer arrived and report area quiet.	Longwood Team
2016-0011803	9/5/2016  12:03:50 AM	9/5/2016 12:03:00AM	NOISE COMPLAINT	VANDERBILT HALL 107 AVE LOUIS PASTEUR	CLOSED	Officers dispatched to a report of loud noise coming from the fourth floor kitchen area. Officers arrived and report pizza party going on. Officers advised individuals to turn music off.	Longwood Team
2016-0011806	9/5/2016  12:23:10 AM	9/5/2016 12:23:00AM	NOISE COMPLAINT	 9 WARE ST	CLOSED	Report of loud noise coming from their neighbor moving furniture. Reporting party called back and stated noise had stopped.	Yard Team
2016-0011809	9/5/2016  1:26:20 AM	9/5/2016  1:26:00AM	NOISE COMPLAINT	"BOTANIC GARDENS ROBINSON, 12, 12 ROBINSON ST"	CLOSED	Officer dispatched to a report of a loud buzzing noise coming from inside their apartment and outside in the hallway area. Officer arrived and report Operations notified to fix the problem.	North Yard Team
